EDITION,NAME,TOKEN,ATTRIBUTE:POWER,ATTRIBUTE:ATTACK,ATTRIBUTE:DEFENSE,ATTRIBUTE:SPEED,ATTRIBUTE:INTELLIGENCE,ATTRIBUTE:HEART,ATTRIBUTE:BACKGROUND,ATTRIBUTE:CIRCLE,ATTRIBUTE:ELEMENTAL,ATTRIBUTE:COLOR,ATTRIBUTE:EYES,ATTRIBUTE:SCALES,ATTRIBUTE:CHEST,ATTRIBUTE:SPIKES,ATTRIBUTE:ARMOUR,ATTRIBUTE:HORN,ATTRIBUTE:SCORE,RANKING,MEDIA:ORIGINAL,MEDIA:THUMBNAIL
8455,GNOGONS #8455,XGNOGONS-0a6d4c-2107,85,97,97,96,90,97,Jet Black,Cyber,Moon,God of War,Offwhite,Lagoon,Blizzard,Scarab,Blackbox,Protector,344.48,5030,https://ipfs.io/ipfs/QmXqBqGLcWMthf7xiwArXfKCTbZfQ7obY2BvByxvcM11mz/8455.png,
8456,GNOGONS #8456,XGNOGONS-0a6d4c-2108,85,92,89,93,94,93,Fast Furious,Plum,Moon,Blockchain,Citrus,Lagoon,Mech Suit,Jira,None,Destroyer,404.67,2395,https://ipfs.io/ipfs/QmXqBqGLcWMthf7xiwArXfKCTbZfQ7obY2BvByxvcM11mz/8456.png,
8457,GNOGONS #8457,XGNOGONS-0a6d4c-2109,70,95,94,100,98,95,Hot Pink,Bone,Water,Fire Blast,Citrus,Mountain,Stealthmode,Plasma,MEX,Inferno,1097.47,145,https://ipfs.io/ipfs/QmXqBqGLcWMthf7xiwArXfKCTbZfQ7obY2BvByxvcM11mz/8457.png,
8458,GNOGONS #8458,XGNOGONS-0a6d4c-210A,80,89,91,94,96,97,Standard Issue,Blush,Gnogen,Fire Blast,Cerulean,Toxic,Desert Storm,Frost,None,Iridescent,264.15,9609,https://ipfs.io/ipfs/QmXqBqGLcWMthf7xiwArXfKCTbZfQ7obY2BvByxvcM11mz/8458.png,
8459,GNOGONS #8459,XGNOGONS-0a6d4c-210B,98,95,95,94,94,91,Fast Furious,Aura,Fire,Fire Blast,Cerulean,Lagoon,Atlantis,Chariot,Blackbox,Golden Sunset,508.31,862,https://ipfs.io/ipfs/QmXqBqGLcWMthf7xiwArXfKCTbZfQ7obY2BvByxvcM11mz/8459.png,
8460,GNOGONS #8460,XGNOGONS-0a6d4c-210C,97,94,89,98,92,98,Fast Furious,Bone,Plant,Diamond Hands,Cerulean,Tough,Desert Storm,Bones,Crusader,Wisdom,405.59,2365,https://ipfs.io/ipfs/QmXqBqGLcWMthf7xiwArXfKCTbZfQ7obY2BvByxvcM11mz/8460.png,
8461,GNOGONS #8461,XGNOGONS-0a6d4c-210D,99,94,94,94,93,92,Standard Issue,Matte,Sun,Death,Citrus,Oceanic,Mech Suit,Frost,Seashell,Gnogent,490.46,968,https://ipfs.io/ipfs/QmXqBqGLcWMthf7xiwArXfKCTbZfQ7obY2BvByxvcM11mz/8461.png,
8462,GNOGONS #8462,XGNOGONS-0a6d4c-210E,70,91,92,94,95,96,Hot Pink,Beluga,Plant,God of War,Emerald,Toxic,Maiar Blue,Blades,Seashell,Warrior,278.06,9123,https://ipfs.io/ipfs/QmXqBqGLcWMthf7xiwArXfKCTbZfQ7obY2BvByxvcM11mz/8462.png,
8463,GNOGONS #8463,XGNOGONS-0a6d4c-210F,60,93,92,94,93,91,Standard Issue,Plum,Alloys,Kobe,Violet,Dragonguard,Plated,Icicles,Royal Armor,Super,280.33,9024,https://ipfs.io/ipfs/QmXqBqGLcWMthf7xiwArXfKCTbZfQ7obY2BvByxvcM11mz/8463.png,
8464,GNOGONS #8464,XGNOGONS-0a6d4c-2110,75,89,94,93,92,94,Fast Furious,Bone,Water,Seaside,Sky,Dragonguard,Desert Storm,Photosynthesis,None,Shards of Darkness,261.38,9678,https://ipfs.io/ipfs/QmXqBqGLcWMthf7xiwArXfKCTbZfQ7obY2BvByxvcM11mz/8464.png,
8465,GNOGONS #8465,XGNOGONS-0a6d4c-2111,95,94,95,97,94,91,Jet Black,Blush,Ice,Death,Citrus,Oceanic,Blizzard,Icicles,Crusader,God of Thunder,330.35,5953,https://ipfs.io/ipfs/QmXqBqGLcWMthf7xiwArXfKCTbZfQ7obY2BvByxvcM11mz/8465.png,
8466,GNOGONS #8466,XGNOGONS-0a6d4c-2112,94,94,95,95,93,93,Fast Furious,Beluga,Fear,Diamond Hands,Offwhite,Dragonguard,Plated,Bones,None,Shards of Darkness,286.36,8721,https://ipfs.io/ipfs/QmXqBqGLcWMthf7xiwArXfKCTbZfQ7obY2BvByxvcM11mz/8466.png,
8467,GNOGONS #8467,XGNOGONS-0a6d4c-2113,96,94,91,92,89,98,Jet Black,Blush,Thunder,Fire Blast,Emerald,Tough,Steel Scales,Photosynthesis,None,Mystic,380.93,3225,https://ipfs.io/ipfs/QmXqBqGLcWMthf7xiwArXfKCTbZfQ7obY2BvByxvcM11mz/8467.png,
8468,GNOGONS #8468,XGNOGONS-0a6d4c-2114,90,96,93,98,94,90,Almond Skin,Aura,Alloys,24 Karat,Autumn,Tough,Blizzard,Rainbow,None,Post Battle,360.93,4122,https://ipfs.io/ipfs/QmXqBqGLcWMthf7xiwArXfKCTbZfQ7obY2BvByxvcM11mz/8468.png,
8469,GNOGONS #8469,XGNOGONS-0a6d4c-2115,93,92,98,95,94,95,Undriven Snow,Blush,Plant,Lockness,Autumn,Toxic,Blizzard,Jet Blue,None,Skeletor,501.63,893,https://ipfs.io/ipfs/QmXqBqGLcWMthf7xiwArXfKCTbZfQ7obY2BvByxvcM11mz/8469.png,
8470,GNOGONS #8470,XGNOGONS-0a6d4c-2116,85,91,91,97,97,97,Holograph,Tiffany,Sun,Darkmode,Dragonfruit,Mountain,Maiar Blue,Sacrifice,None,Alpha,465.32,1187,https://ipfs.io/ipfs/QmXqBqGLcWMthf7xiwArXfKCTbZfQ7obY2BvByxvcM11mz/8470.png,
8471,GNOGONS #8471,XGNOGONS-0a6d4c-2117,94,91,94,95,94,98,Hot Pink,Taupe,Plant,God of War,Gold,Lagoon,Mech Suit,Scarab,None,Inferno,302.66,7776,https://ipfs.io/ipfs/QmXqBqGLcWMthf7xiwArXfKCTbZfQ7obY2BvByxvcM11mz/8471.png,
8472,GNOGONS #8472,XGNOGONS-0a6d4c-2118,90,90,100,94,99,98,Standard Issue,Beluga,Fire,24 Karat,Charcoal,Oceanic,Mech Suit,Silver,Rise,Mystic,916.42,415,https://ipfs.io/ipfs/QmXqBqGLcWMthf7xiwArXfKCTbZfQ7obY2BvByxvcM11mz/8472.png,
8473,GNOGONS #8473,XGNOGONS-0a6d4c-2119,60,96,97,97,97,97,Standard Issue,Taupe,Fear,Diamond Hands,Dragonfruit,Oceanic,Cave,Jet Blue,None,Omega,486.34,1003,https://ipfs.io/ipfs/QmXqBqGLcWMthf7xiwArXfKCTbZfQ7obY2BvByxvcM11mz/8473.png,
8474,GNOGONS #8474,XGNOGONS-0a6d4c-211A,92,96,96,94,93,97,Holograph,Deep Sea,Sun,24 Karat,Sky,Tough,Stealthmode,Bones,Royal Armor,Golden Sunset,478.48,1058,https://ipfs.io/ipfs/QmXqBqGLcWMthf7xiwArXfKCTbZfQ7obY2BvByxvcM11mz/8474.png,
8475,GNOGONS #8475,XGNOGONS-0a6d4c-211B,94,95,92,94,98,98,Tiffany Sea,Deep Sea,Time,Lockness,Citrus,Mountain,Mech Suit,Rainbow,Royal Armor,Healer,436.5,1631,https://ipfs.io/ipfs/QmXqBqGLcWMthf7xiwArXfKCTbZfQ7obY2BvByxvcM11mz/8475.png,
8476,GNOGONS #8476,XGNOGONS-0a6d4c-211C,60,94,94,92,96,96,Jet Black,Plum,Ice,Lunar Landing,Offwhite,Dragonguard,Platinum,Silver,None,Skeletor,416.3,2074,https://ipfs.io/ipfs/QmXqBqGLcWMthf7xiwArXfKCTbZfQ7obY2BvByxvcM11mz/8476.png,
8477,GNOGONS #8477,XGNOGONS-0a6d4c-211D,92,96,95,94,95,96,Fast Furious,Blush,Plant,24 Karat,Cerulean,Toxic,Steel Scales,Mist,None,Protector,326.97,6162,https://ipfs.io/ipfs/QmXqBqGLcWMthf7xiwArXfKCTbZfQ7obY2BvByxvcM11mz/8477.png,
8478,GNOGONS #8478,XGNOGONS-0a6d4c-211E,92,99,92,95,93,91,Hot Pink,Bone,Moon,Bubble Gum,Autumn,Diamond,Gold Plated,Plasma,None,Mystic,386.95,2998,https://ipfs.io/ipfs/QmXqBqGLcWMthf7xiwArXfKCTbZfQ7obY2BvByxvcM11mz/8478.png,
8479,GNOGONS #8479,XGNOGONS-0a6d4c-211F,93,90,96,98,93,94,Undriven Snow,Beluga,Ice,24 Karat,Autumn,Toxic,Atlantis,Silver,None,Uniswap Killer,342.59,5149,https://ipfs.io/ipfs/QmXqBqGLcWMthf7xiwArXfKCTbZfQ7obY2BvByxvcM11mz/8479.png,
8480,GNOGONS #8480,XGNOGONS-0a6d4c-2120,80,96,92,90,94,94,Holograph,Blush,Decay,Seaside,Offwhite,Lagoon,Desert Storm,Hazard,None,Skeletor,431.09,1755,https://ipfs.io/ipfs/QmXqBqGLcWMthf7xiwArXfKCTbZfQ7obY2BvByxvcM11mz/8480.png,
8481,GNOGONS #8481,XGNOGONS-0a6d4c-2121,94,92,98,95,90,95,Jet Black,Forrest,Gnogen,Blockchain,Emerald,Oceanic,Blizzard,Hazard,None,Omega,534.54,786,https://ipfs.io/ipfs/QmXqBqGLcWMthf7xiwArXfKCTbZfQ7obY2BvByxvcM11mz/8481.png,
8482,GNOGONS #8482,XGNOGONS-0a6d4c-2122,70,99,90,97,91,99,Holograph,Bone,Water,Lockness,Citrus,Toxic,Gold Plated,Chariot,None,Super,399.21,2568,https://ipfs.io/ipfs/QmXqBqGLcWMthf7xiwArXfKCTbZfQ7obY2BvByxvcM11mz/8482.png,
8483,GNOGONS #8483,XGNOGONS-0a6d4c-2123,70,94,94,96,97,93,Fast Furious,Bone,Fear,Cotton Candy,Emerald,Diamond,Stealthmode,Rainbow,Special Task Force,Alien,335.73,5564,https://ipfs.io/ipfs/QmXqBqGLcWMthf7xiwArXfKCTbZfQ7obY2BvByxvcM11mz/8483.png,
8484,GNOGONS #8484,XGNOGONS-0a6d4c-2124,75,96,90,94,93,91,Pure Red,Bone,Ice,Lockness,Sky,Mountain,Mech Suit,Razor,Special Task Force,Healer,261.44,9676,https://ipfs.io/ipfs/QmXqBqGLcWMthf7xiwArXfKCTbZfQ7obY2BvByxvcM11mz/8484.png,
8485,GNOGONS #8485,XGNOGONS-0a6d4c-2125,91,95,95,96,94,94,Gnogen Burst,Deep Sea,Alloys,Lunar Landing,Violet,Lagoon,Desert Storm,Moss,None,Inferno,297.34,8100,https://ipfs.io/ipfs/QmXqBqGLcWMthf7xiwArXfKCTbZfQ7obY2BvByxvcM11mz/8485.png,
8486,GNOGONS #8486,XGNOGONS-0a6d4c-2126,80,94,98,95,94,95,Almond Skin,Tiffany,Ice,Lunar Landing,Violet,Mountain,Stealthmode,Silver,None,Warrior,313.69,7046,https://ipfs.io/ipfs/QmXqBqGLcWMthf7xiwArXfKCTbZfQ7obY2BvByxvcM11mz/8486.png,
8487,GNOGONS #8487,XGNOGONS-0a6d4c-2127,99,93,95,90,100,91,Fast Furious,Cyber,Fire,Death,Emerald,Lagoon,Steel Scales,Silver,None,Iridescent,889.56,463,https://ipfs.io/ipfs/QmXqBqGLcWMthf7xiwArXfKCTbZfQ7obY2BvByxvcM11mz/8487.png,
8488,GNOGONS #8488,XGNOGONS-0a6d4c-2128,70,89,97,98,99,93,Midnight Navy,GNG,Gnogen,Death,Gold,Oceanic,Desert Storm,Blades,None,Warrior,367.26,3814,https://ipfs.io/ipfs/QmXqBqGLcWMthf7xiwArXfKCTbZfQ7obY2BvByxvcM11mz/8488.png,
8489,GNOGONS #8489,XGNOGONS-0a6d4c-2129,85,94,93,91,96,98,Hot Pink,Deep Sea,Sun,Lunar Landing,Dragonfruit,Oceanic,Maiar Blue,Chariot,None,Shards of Darkness,323.88,6369,https://ipfs.io/ipfs/QmXqBqGLcWMthf7xiwArXfKCTbZfQ7obY2BvByxvcM11mz/8489.png,
8490,GNOGONS #8490,XGNOGONS-0a6d4c-212A,97,99,94,93,94,94,Standard Issue,Bone,Ice,Fire Blast,Sky,Toxic,Gold Plated,Sacrifice,None,Pharoah,389.86,2890,https://ipfs.io/ipfs/QmXqBqGLcWMthf7xiwArXfKCTbZfQ7obY2BvByxvcM11mz/8490.png,
8491,GNOGONS #8491,XGNOGONS-0a6d4c-212B,70,91,94,96,95,94,Black Charcoal,Taupe,Ice,Lockness,Violet,Mountain,Desert Storm,Silver,None,Stealth Mode,302.48,7793,https://ipfs.io/ipfs/QmXqBqGLcWMthf7xiwArXfKCTbZfQ7obY2BvByxvcM11mz/8491.png,
8492,GNOGONS #8492,XGNOGONS-0a6d4c-212C,80,89,96,93,96,97,Undriven Snow,Bone,Alloys,Guardian of Earth,Autumn,Diamond,Blizzard,Icicles,Rise,Iridescent,282.22,8939,https://ipfs.io/ipfs/QmXqBqGLcWMthf7xiwArXfKCTbZfQ7obY2BvByxvcM11mz/8492.png,
8493,GNOGONS #8493,XGNOGONS-0a6d4c-212D,93,92,94,94,96,89,Black Charcoal,Taupe,Fire,Gnogons,Emerald,Lagoon,Steel Scales,Bones,Seashell,Grim Reaper,291.75,8431,https://ipfs.io/ipfs/QmXqBqGLcWMthf7xiwArXfKCTbZfQ7obY2BvByxvcM11mz/8493.png,
8494,GNOGONS #8494,XGNOGONS-0a6d4c-212E,92,90,94,91,97,97,Fast Furious,Deep Sea,Thunder,Death,Offwhite,Toxic,Stealthmode,Ifrit,None,Shards of Darkness,294.39,8280,https://ipfs.io/ipfs/QmXqBqGLcWMthf7xiwArXfKCTbZfQ7obY2BvByxvcM11mz/8494.png,
8495,GNOGONS #8495,XGNOGONS-0a6d4c-212F,85,94,96,99,96,90,Hot Pink,Bananas,Fire,Lockness,Offwhite,Dragonguard,Blizzard,Hades,None,Inferno,329.77,5986,https://ipfs.io/ipfs/QmXqBqGLcWMthf7xiwArXfKCTbZfQ7obY2BvByxvcM11mz/8495.png,
8496,GNOGONS #8496,XGNOGONS-0a6d4c-2130,90,95,89,94,95,93,Twilight Zone,Tiffany,Water,Kobe,Emerald,Mountain,Cave,Blades,None,Uniswap Killer,297.88,8073,https://ipfs.io/ipfs/QmXqBqGLcWMthf7xiwArXfKCTbZfQ7obY2BvByxvcM11mz/8496.png,
8497,GNOGONS #8497,XGNOGONS-0a6d4c-2131,91,96,94,92,93,94,Pure Red,Matte,Gnogen,Cotton Candy,Autumn,Toxic,Blizzard,Hazard,None,Pharoah,336.63,5501,https://ipfs.io/ipfs/QmXqBqGLcWMthf7xiwArXfKCTbZfQ7obY2BvByxvcM11mz/8497.png,
8498,GNOGONS #8498,XGNOGONS-0a6d4c-2132,65,90,90,93,94,97,Twilight Zone,Tiffany,Fear,Gnogons,Violet,Lagoon,Maiar Blue,Blades,None,Warrior,268.53,9493,https://ipfs.io/ipfs/QmXqBqGLcWMthf7xiwArXfKCTbZfQ7obY2BvByxvcM11mz/8498.png,
8499,GNOGONS #8499,XGNOGONS-0a6d4c-2133,94,90,90,94,90,97,Tiffany Sea,GNG,Plant,Lunar Landing,Violet,Diamond,Steel Scales,Hades,MEX,Shards of Darkness,306.93,7501,https://ipfs.io/ipfs/QmXqBqGLcWMthf7xiwArXfKCTbZfQ7obY2BvByxvcM11mz/8499.png,
8500,GNOGONS #8500,XGNOGONS-0a6d4c-2134,60,92,96,95,98,98,Jet Black,Cyber,Spirit,Lockness,Offwhite,Toxic,Atlantis,Silver,None,Warrior,377.49,3359,https://ipfs.io/ipfs/QmXqBqGLcWMthf7xiwArXfKCTbZfQ7obY2BvByxvcM11mz/8500.png,
8501,GNOGONS #8501,XGNOGONS-0a6d4c-2135,94,94,98,90,91,94,Hot Pink,Taupe,Ice,Darkmode,Cerulean,Dragonguard,Stealthmode,Rainbow,Seashell,God of Thunder,333.09,5758,https://ipfs.io/ipfs/QmXqBqGLcWMthf7xiwArXfKCTbZfQ7obY2BvByxvcM11mz/8501.png,
8502,GNOGONS #8502,XGNOGONS-0a6d4c-2136,80,97,98,91,92,97,Twilight Zone,Taupe,Ether,Cotton Candy,Emerald,Oceanic,Cave,Moss,Special Task Force,God of Thunder,354.73,4435,https://ipfs.io/ipfs/QmXqBqGLcWMthf7xiwArXfKCTbZfQ7obY2BvByxvcM11mz/8502.png,
8503,GNOGONS #8503,XGNOGONS-0a6d4c-2137,80,91,94,90,95,95,Twilight Zone,Deep Sea,Ice,Seaside,Dragonfruit,Lagoon,Maiar Blue,Razor,None,Alien,328.96,6028,https://ipfs.io/ipfs/QmXqBqGLcWMthf7xiwArXfKCTbZfQ7obY2BvByxvcM11mz/8503.png,
8504,GNOGONS #8504,XGNOGONS-0a6d4c-2138,91,95,93,94,92,93,Undriven Snow,GNG,Fear,Kobe,Emerald,Oceanic,Stealthmode,Bones,None,Warrior,256.97,9774,https://ipfs.io/ipfs/QmXqBqGLcWMthf7xiwArXfKCTbZfQ7obY2BvByxvcM11mz/8504.png,
8505,GNOGONS #8505,XGNOGONS-0a6d4c-2139,99,94,95,94,94,96,Almond Skin,Blush,Ice,Rival,Emerald,Diamond,Marine,Plasma,Special Task Force,Ancient,496.51,927,https://ipfs.io/ipfs/QmXqBqGLcWMthf7xiwArXfKCTbZfQ7obY2BvByxvcM11mz/8505.png,
8506,GNOGONS #8506,XGNOGONS-0a6d4c-213A,80,92,98,96,94,98,Standard Issue,Aura,Decay,Gnogons,Emerald,Tough,Stealthmode,Beauty,Crusader,Gnogent,539.17,775,https://ipfs.io/ipfs/QmXqBqGLcWMthf7xiwArXfKCTbZfQ7obY2BvByxvcM11mz/8506.png,
8507,GNOGONS #8507,XGNOGONS-0a6d4c-213B,90,95,96,97,89,95,Midnight Navy,Deep Sea,Alloys,Diamond Hands,Sky,Toxic,Stealthmode,Eco,None,Metaversed,353.46,4499,https://ipfs.io/ipfs/QmXqBqGLcWMthf7xiwArXfKCTbZfQ7obY2BvByxvcM11mz/8507.png,
8508,GNOGONS #8508,XGNOGONS-0a6d4c-213C,95,91,93,92,91,93,Hot Pink,Bananas,Ether,Rival,Sky,Diamond,Blizzard,Jira,Seashell,Iridescent,283.35,8879,https://ipfs.io/ipfs/QmXqBqGLcWMthf7xiwArXfKCTbZfQ7obY2BvByxvcM11mz/8508.png,
8509,GNOGONS #8509,XGNOGONS-0a6d4c-213D,75,97,94,91,90,94,Almond Skin,Forrest,Thunder,Lockness,Charcoal,Toxic,Steel Scales,Scarab,None,Shards of Darkness,252.63,9846,https://ipfs.io/ipfs/QmXqBqGLcWMthf7xiwArXfKCTbZfQ7obY2BvByxvcM11mz/8509.png,
8510,GNOGONS #8510,XGNOGONS-0a6d4c-213E,80,94,94,96,94,93,Gnogen Burst,GNG,Thunder,Fire Blast,Cerulean,Diamond,Marine,Bones,None,Iridescent,250.17,9881,https://ipfs.io/ipfs/QmXqBqGLcWMthf7xiwArXfKCTbZfQ7obY2BvByxvcM11mz/8510.png,
8511,GNOGONS #8511,XGNOGONS-0a6d4c-213F,96,93,92,93,95,98,Standard Issue,Plum,Plant,God of War,Citrus,Dragonguard,Steel Scales,Silver,None,Iridescent,309.87,7325,https://ipfs.io/ipfs/QmXqBqGLcWMthf7xiwArXfKCTbZfQ7obY2BvByxvcM11mz/8511.png,
8512,GNOGONS #8512,XGNOGONS-0a6d4c-2140,60,93,95,96,93,98,Fast Furious,GNG,Fear,Cotton Candy,Cerulean,Oceanic,Stealthmode,Volt,None,Shards of Darkness,330.52,5936,https://ipfs.io/ipfs/QmXqBqGLcWMthf7xiwArXfKCTbZfQ7obY2BvByxvcM11mz/8512.png,
8513,GNOGONS #8513,XGNOGONS-0a6d4c-2141,70,93,94,96,91,93,Almond Skin,Taupe,Plant,Diamond Hands,Violet,Lagoon,Marine,Rainbow,None,Iridescent,239.9,9970,https://ipfs.io/ipfs/QmXqBqGLcWMthf7xiwArXfKCTbZfQ7obY2BvByxvcM11mz/8513.png,
8514,GNOGONS #8514,XGNOGONS-0a6d4c-2142,75,89,94,89,94,97,Fast Furious,Forrest,Alloys,Fire Blast,Sky,Mountain,Platinum,Silver,Blackbox,Metaversed,328.69,6049,https://ipfs.io/ipfs/QmXqBqGLcWMthf7xiwArXfKCTbZfQ7obY2BvByxvcM11mz/8514.png,
8515,GNOGONS #8515,XGNOGONS-0a6d4c-2143,91,96,95,89,94,93,Almond Skin,Aura,Sun,Guardian of Earth,Offwhite,Diamond,Stealthmode,Razor,None,Grim Reaper,296.57,8143,https://ipfs.io/ipfs/QmXqBqGLcWMthf7xiwArXfKCTbZfQ7obY2BvByxvcM11mz/8515.png,
8516,GNOGONS #8516,XGNOGONS-0a6d4c-2144,92,91,94,91,93,92,Midnight Navy,Plum,Ether,Guardian of Earth,Cerulean,Toxic,Atlantis,Hades,None,Inferno,248.86,9901,https://ipfs.io/ipfs/QmXqBqGLcWMthf7xiwArXfKCTbZfQ7obY2BvByxvcM11mz/8516.png,
8517,GNOGONS #8517,XGNOGONS-0a6d4c-2145,94,90,98,92,97,93,Tiffany Sea,Plum,Ice,God of War,Citrus,Oceanic,Cave,Bones,None,Golden Sunset,438.8,1580,https://ipfs.io/ipfs/QmXqBqGLcWMthf7xiwArXfKCTbZfQ7obY2BvByxvcM11mz/8517.png,
8518,GNOGONS #8518,XGNOGONS-0a6d4c-2146,65,97,89,94,97,89,Jet Black,Aura,Fear,Lockness,Citrus,Mountain,Desert Storm,Jet Blue,Metal,Omega,498.5,903,https://ipfs.io/ipfs/QmXqBqGLcWMthf7xiwArXfKCTbZfQ7obY2BvByxvcM11mz/8518.png,
8519,GNOGONS #8519,XGNOGONS-0a6d4c-2147,91,94,96,94,91,90,Almond Skin,Aura,Plant,Diamond Hands,Violet,Lagoon,Mech Suit,Icicles,None,Inferno,256.74,9777,https://ipfs.io/ipfs/QmXqBqGLcWMthf7xiwArXfKCTbZfQ7obY2BvByxvcM11mz/8519.png,
8520,GNOGONS #8520,XGNOGONS-0a6d4c-2148,92,96,97,94,100,93,Almond Skin,Bone,Fire,Death,Citrus,Dragonguard,Steel Scales,Hazard,Seashell,Wisdom,878.58,482,https://ipfs.io/ipfs/QmXqBqGLcWMthf7xiwArXfKCTbZfQ7obY2BvByxvcM11mz/8520.png,
8521,GNOGONS #8521,XGNOGONS-0a6d4c-2149,85,95,94,96,97,99,Black Charcoal,Matte,Gnogen,Guardian of Earth,Charcoal,Diamond,Platinum,Hades,Special Task Force,Metaversed,422.78,1921,https://ipfs.io/ipfs/QmXqBqGLcWMthf7xiwArXfKCTbZfQ7obY2BvByxvcM11mz/8521.png,
8522,GNOGONS #8522,XGNOGONS-0a6d4c-214A,75,94,90,96,94,90,Twilight Zone,Bone,Fear,Lockness,Gold,Lagoon,Blizzard,Moss,None,Mountaineer,314.6,6984,https://ipfs.io/ipfs/QmXqBqGLcWMthf7xiwArXfKCTbZfQ7obY2BvByxvcM11mz/8522.png,
8523,GNOGONS #8523,XGNOGONS-0a6d4c-214B,97,92,98,91,89,95,Pure Red,Bone,Water,Cotton Candy,Offwhite,Oceanic,Desert Storm,Razor,Crusader,Alien,409.04,2258,https://ipfs.io/ipfs/QmXqBqGLcWMthf7xiwArXfKCTbZfQ7obY2BvByxvcM11mz/8523.png,
8524,GNOGONS #8524,XGNOGONS-0a6d4c-214C,97,94,90,98,90,91,Twilight Zone,Forrest,Ice,Darkmode,Charcoal,Lagoon,Gold Plated,Silver,None,Ancient,442.3,1510,https://ipfs.io/ipfs/QmXqBqGLcWMthf7xiwArXfKCTbZfQ7obY2BvByxvcM11mz/8524.png,
8525,GNOGONS #8525,XGNOGONS-0a6d4c-214D,93,94,92,90,90,94,Hot Pink,Deep Sea,Decay,God of War,Autumn,Toxic,Blizzard,Rainbow,Rise,God of Thunder,283.71,8859,https://ipfs.io/ipfs/QmXqBqGLcWMthf7xiwArXfKCTbZfQ7obY2BvByxvcM11mz/8525.png,
8526,GNOGONS #8526,XGNOGONS-0a6d4c-214E,85,96,95,94,91,96,Hot Pink,Blush,Decay,Guardian of Earth,Cerulean,Lagoon,Gold Plated,Volt,None,Moonlight Rider,305.13,7616,https://ipfs.io/ipfs/QmXqBqGLcWMthf7xiwArXfKCTbZfQ7obY2BvByxvcM11mz/8526.png,
8527,GNOGONS #8527,XGNOGONS-0a6d4c-214F,80,89,93,98,97,96,Undriven Snow,Beluga,Thunder,Diamond Hands,Violet,Oceanic,Mech Suit,Blades,None,Inferno,318.79,6709,https://ipfs.io/ipfs/QmXqBqGLcWMthf7xiwArXfKCTbZfQ7obY2BvByxvcM11mz/8527.png,
8528,GNOGONS #8528,XGNOGONS-0a6d4c-2150,85,96,95,90,96,94,Fast Furious,GNG,Water,God of War,Cerulean,Toxic,Atlantis,Hades,None,Metaversed,331.86,5840,https://ipfs.io/ipfs/QmXqBqGLcWMthf7xiwArXfKCTbZfQ7obY2BvByxvcM11mz/8528.png,
8529,GNOGONS #8529,XGNOGONS-0a6d4c-2151,91,91,91,93,96,95,Fast Furious,Blush,Spirit,God of War,Citrus,Dragonguard,Blizzard,Rainbow,Special Task Force,Wisdom,312.68,7125,https://ipfs.io/ipfs/QmXqBqGLcWMthf7xiwArXfKCTbZfQ7obY2BvByxvcM11mz/8529.png,
8530,GNOGONS #8530,XGNOGONS-0a6d4c-2152,93,98,90,94,91,91,Standard Issue,Aura,Water,24 Karat,Cerulean,Diamond,Atlantis,Beauty,Crusader,Mystic,394.51,2742,https://ipfs.io/ipfs/QmXqBqGLcWMthf7xiwArXfKCTbZfQ7obY2BvByxvcM11mz/8530.png,
8531,GNOGONS #8531,XGNOGONS-0a6d4c-2153,80,94,94,99,93,98,Black Charcoal,Bone,Plant,Diamond Hands,Cerulean,Mountain,Gold Plated,Sacrifice,None,Inferno,343.01,5120,https://ipfs.io/ipfs/QmXqBqGLcWMthf7xiwArXfKCTbZfQ7obY2BvByxvcM11mz/8531.png,
8532,GNOGONS #8532,XGNOGONS-0a6d4c-2154,94,91,94,97,94,90,Midnight Navy,GNG,Moon,Gnogons,Dragonfruit,Toxic,Marine,Plasma,Crusader,Wisdom,306.87,7505,https://ipfs.io/ipfs/QmXqBqGLcWMthf7xiwArXfKCTbZfQ7obY2BvByxvcM11mz/8532.png,
8533,GNOGONS #8533,XGNOGONS-0a6d4c-2155,93,94,95,94,94,94,Pure Red,Blush,Ether,Darkmode,Violet,Toxic,Maiar Blue,Scarab,None,Omega,386.84,3008,https://ipfs.io/ipfs/QmXqBqGLcWMthf7xiwArXfKCTbZfQ7obY2BvByxvcM11mz/8533.png,
8534,GNOGONS #8534,XGNOGONS-0a6d4c-2156,80,94,95,93,98,97,Holograph,Deep Sea,Fear,God of War,Charcoal,Dragonguard,Cave,Volt,None,Shards of Darkness,359.26,4217,https://ipfs.io/ipfs/QmXqBqGLcWMthf7xiwArXfKCTbZfQ7obY2BvByxvcM11mz/8534.png,
8535,GNOGONS #8535,XGNOGONS-0a6d4c-2157,85,94,91,94,98,94,Almond Skin,Forrest,Alloys,Diamond Hands,Sky,Diamond,Steel Scales,Bones,None,Priest,322.49,6467,https://ipfs.io/ipfs/QmXqBqGLcWMthf7xiwArXfKCTbZfQ7obY2BvByxvcM11mz/8535.png,
8536,GNOGONS #8536,XGNOGONS-0a6d4c-2158,98,92,97,90,95,96,Pure Red,Bananas,Alloys,Darkmode,Charcoal,Oceanic,Desert Storm,Fine Wine,None,Priest,437.65,1605,https://ipfs.io/ipfs/QmXqBqGLcWMthf7xiwArXfKCTbZfQ7obY2BvByxvcM11mz/8536.png,
