EDITION,NAME,TOKEN,ATTRIBUTE:MODEL,ATTRIBUTE:RANK,ATTRIBUTE:POWER,ATTRIBUTE:ATTACK,ATTRIBUTE:DEFENSE,ATTRIBUTE:SPEED,ATTRIBUTE:ACCURACY,ATTRIBUTE:RAM,ATTRIBUTE:BACKGROUND,ATTRIBUTE:WEAPON,ATTRIBUTE:BODY,ATTRIBUTE:EXPRESSION,ATTRIBUTE:ARMOR,ATTRIBUTE:MASK,ATTRIBUTE:EYEWEAR,ATTRIBUTE:HEAD,ATTRIBUTE:NECKLACE,ATTRIBUTE:SCORE,RANKING,MEDIA:ORIGINAL,MEDIA:THUMBNAIL
7779,ValidatorV2 #7779,XVTWO-fcc831-1E63,Alpha,NONE,70,91,87,91,86,90,Pearl,Standard Issue,OG,Serious,Zero Dark,NONE,NONE,NONE,NONE,566.6005459,9727,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/7779.png,
7780,ValidatorV2 #7780,XVTWO-fcc831-1E64,Alpha,NONE,79,87,96,85,99,86,Dynamic,Dual Blade,OG,Dead,Impaler,NONE,NONE,NONE,NONE,597.8994407,6721,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/7780.png,
7781,ValidatorV2 #7781,XVTWO-fcc831-1E65,Alpha,NONE,77,90,89,85,87,96,Pearl,Katana,OG,Dead,V2 Hoodie,NONE,Snowboarder,NONE,Multi Chain,586.7040601,8217,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/7781.png,
7782,ValidatorV2 #7782,XVTWO-fcc831-1E66,Alpha,NONE,72,92,99,90,86,100,Sky Blue,Standard Issue,OG,Angry,Suit Ready,NONE,Night Out,Cap,NONE,596.7287173,6902,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/7782.png,
7783,ValidatorV2 #7783,XVTWO-fcc831-1E67,Alpha,NONE,80,98,93,95,94,86,Gold,Laser Gun,OG,Curious,Lowkey,NONE,Poet Glasses,Beanie,NONE,604.0292585,5823,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/7783.png,
7784,ValidatorV2 #7784,XVTWO-fcc831-1E68,Alpha,NONE,93,97,98,91,93,89,Moss,Katana,OG,Angry,V Day,NONE,NONE,Crown,NONE,628.4875667,2031,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/7784.png,
7785,ValidatorV2 #7785,XVTWO-fcc831-1E69,Alpha,NONE,76,98,93,97,88,96,Gray,Axe,OG,Angry,Tech Hoodie,Soundproof,NONE,NONE,NONE,605.8536164,5515,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/7785.png,
7786,ValidatorV2 #7786,XVTWO-fcc831-1E6A,Alpha,NONE,71,86,86,100,97,90,Gold,Drone,OG,Bored,Lowkey,NONE,NONE,Sailor,NONE,580.1544599,8876,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/7786.png,
7787,ValidatorV2 #7787,XVTWO-fcc831-1E6B,Alpha,NONE,91,92,100,89,87,92,Moss,Dual Blade,OG,Serious,Roman,Barbarian,NONE,NONE,Dogtag,623.6942013,2687,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/7787.png,
7788,ValidatorV2 #7788,XVTWO-fcc831-1E6C,Alpha,NONE,91,98,90,96,96,85,Dynamic,Standard Issue,OG,WTF,V Day,NONE,NONE,Headband,NONE,626.3580849,2291,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/7788.png,
7789,ValidatorV2 #7789,XVTWO-fcc831-1E6D,Alpha,NONE,92,95,86,93,88,85,Pearl,Hacker,OG,Normal,Observer Squad,NONE,NONE,NONE,NONE,596.1762839,6988,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/7789.png,
7790,ValidatorV2 #7790,XVTWO-fcc831-1E6E,Alpha,NONE,97,100,95,86,85,100,Gray,Sword,OG,Angry,Royal,Ghost,NONE,NONE,NONE,631.8549648,1620,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/7790.png,
7791,ValidatorV2 #7791,XVTWO-fcc831-1E6F,Alpha,NONE,96,86,92,93,85,88,Gray,Bow & Arrow,OG,Normal,Crossbody,NONE,NONE,Beanie,NONE,598.1481704,6698,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/7791.png,
7792,ValidatorV2 #7792,XVTWO-fcc831-1E70,Alpha,NONE,76,93,99,93,93,94,Sky Blue,Standard Issue,OG,Normal,Boost Hoodie,NONE,NONE,Samurai,NONE,597.7945046,6736,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/7792.png,
7793,ValidatorV2 #7793,XVTWO-fcc831-1E71,Alpha,NONE,92,85,92,86,95,99,Gold,Axe,OG,Disappointed,Bomber Jacket,NONE,Night Out,NONE,NONE,615.1696079,4042,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/7793.png,
7794,ValidatorV2 #7794,XVTWO-fcc831-1E72,Alpha,NONE,95,99,94,94,98,100,Pearl,Katana,OG,WTF,Exiled,NONE,Nightvision,NONE,NONE,654.4022681,310,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/7794.png,
7795,ValidatorV2 #7795,XVTWO-fcc831-1E73,Alpha,NONE,73,88,92,94,91,89,Dynamic,Standard Issue,OG,Normal,Crossbody,NONE,NONE,Headband,NONE,574.2194924,9346,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/7795.png,
7796,ValidatorV2 #7796,XVTWO-fcc831-1E74,Alpha,NONE,88,99,88,100,97,90,Gold,AK47,OG,WTF,Bomber Jacket,NONE,NONE,NONE,NONE,625.6452653,2399,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/7796.png,
7797,ValidatorV2 #7797,XVTWO-fcc831-1E75,Alpha,1,100,98,99,100,100,97,Sky Blue,Standard Issue,OG,Angry,General,NONE,NONE,NONE,NONE,658.3926072,240,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/7797.png,
7798,ValidatorV2 #7798,XVTWO-fcc831-1E76,Alpha,NONE,92,96,90,92,87,92,Dynamic,AK47,OG,Normal,V2 Hoodie,NONE,NONE,Racer,NONE,606.9741672,5355,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/7798.png,
7799,ValidatorV2 #7799,XVTWO-fcc831-1E77,Alpha,NONE,77,90,96,86,99,98,Moss,Laser Gun,OG,Tears,Observer Squad,NONE,NONE,Cap,NONE,599.8329032,6447,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/7799.png,
7800,ValidatorV2 #7800,XVTWO-fcc831-1E78,Alpha,NONE,94,95,98,99,95,95,Moss,Katana,OG,Disappointed,Soldier,Hidden,NONE,Sailor,NONE,643.8553635,658,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/7800.png,
7801,ValidatorV2 #7801,XVTWO-fcc831-1E79,Alpha,NONE,69,87,93,87,99,88,Sky Blue,Photon Cannon,OG,Normal,General,NONE,NONE,NONE,Timepiece,577.7421564,9052,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/7801.png,
7802,ValidatorV2 #7802,XVTWO-fcc831-1E7A,Alpha,3,94,97,98,91,97,92,Gray,Standard Issue,OG,Angry,Lowkey,Halloween,NONE,Beanie,NONE,638.1110724,1034,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/7802.png,
7803,ValidatorV2 #7803,XVTWO-fcc831-1E7B,Alpha,NONE,71,100,93,99,87,93,Moss,Sword,OG,Angry,Leather Jacket,NONE,Night Out,NONE,Multi Chain,603.1860738,5948,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/7803.png,
7804,ValidatorV2 #7804,XVTWO-fcc831-1E7C,Alpha,NONE,75,97,96,91,88,96,Pearl,NONE,OG,Angry,Dressed To Kill,NONE,NONE,Cap,NONE,593.4149968,7383,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/7804.png,
7805,ValidatorV2 #7805,XVTWO-fcc831-1E7D,Alpha,NONE,96,93,89,98,92,86,Moss,Standard Issue,OG,Normal,War Armor,NONE,NONE,NONE,NONE,618.6805011,3471,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/7805.png,
7806,ValidatorV2 #7806,XVTWO-fcc831-1E7E,Alpha,NONE,84,85,85,94,90,100,Dynamic,Photon Cannon,OG,Normal,V2 Hoodie,NONE,NONE,Hockey,Cuban,599.2243202,6536,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/7806.png,
7807,ValidatorV2 #7807,XVTWO-fcc831-1E7F,Alpha,NONE,87,86,100,86,91,93,Pearl,Bow & Arrow,OG,Disappointed,Exiled,NONE,NONE,Crown,NONE,605.258783,5636,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/7807.png,
7808,ValidatorV2 #7808,XVTWO-fcc831-1E80,Alpha,NONE,75,100,99,87,85,100,Pearl,NONE,OG,Relieved,Casual,NONE,NONE,NONE,NONE,597.8305681,6729,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/7808.png,
7809,ValidatorV2 #7809,XVTWO-fcc831-1E81,Alpha,NONE,91,97,98,86,91,89,Dynamic,Katana,OG,Angry,Roman,NONE,NONE,Gladiator,NONE,616.6068797,3820,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/7809.png,
7810,ValidatorV2 #7810,XVTWO-fcc831-1E82,Alpha,NONE,82,87,97,99,98,91,Moss,Great Sword,OG,Angry,Cyber Criminal,NONE,NONE,Sailor,NONE,609.0621862,5008,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/7810.png,
7811,ValidatorV2 #7811,XVTWO-fcc831-1E83,Alpha,NONE,98,92,92,100,91,88,Moss,Bow & Arrow,OG,Normal,V2 Hoodie,Respirator,NONE,Sailor,NONE,628.9924503,1971,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/7811.png,
7812,ValidatorV2 #7812,XVTWO-fcc831-1E84,Alpha,NONE,72,97,86,93,90,90,Gold,AK47,OG,Normal,V2 Hoodie,NONE,NONE,Crown,Multi Chain,584.3808668,8469,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/7812.png,
7813,ValidatorV2 #7813,XVTWO-fcc831-1E85,Alpha,NONE,92,98,99,90,97,88,Pearl,Standard Issue,OG,Normal,Explorer,NONE,NONE,Racer,NONE,623.1755191,2776,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/7813.png,
7814,ValidatorV2 #7814,XVTWO-fcc831-1E86,Alpha,NONE,96,98,96,97,96,90,Sky Blue,Great Sword,OG,Serious,Dressed To Kill,NONE,Scientist,Headband,NONE,640.0956166,898,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/7814.png,
7815,ValidatorV2 #7815,XVTWO-fcc831-1E87,Alpha,NONE,84,99,94,93,99,94,Gray,Hoverboard,OG,Normal,Crossbody,NONE,NONE,Horns,NONE,617.1037019,3737,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/7815.png,
7816,ValidatorV2 #7816,XVTWO-fcc831-1E88,Alpha,NONE,62,97,99,93,86,100,Gray,Katana,OG,LOL,Boost Hoodie,NONE,NONE,Gladiator,NONE,592.6752386,7471,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/7816.png,
7817,ValidatorV2 #7817,XVTWO-fcc831-1E89,Alpha,NONE,82,96,95,91,99,98,Sky Blue,NONE,OG,Normal,Bomber Jacket,NONE,NONE,Headband,NONE,614.9754931,4082,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/7817.png,
7818,ValidatorV2 #7818,XVTWO-fcc831-1E8A,Alpha,NONE,79,87,89,95,100,100,Pearl,Drone,OG,Smirk,Lowkey,NONE,NONE,Apocalypse,NONE,608.6924636,5069,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/7818.png,
7819,ValidatorV2 #7819,XVTWO-fcc831-1E8B,Alpha,NONE,89,87,96,90,87,87,Gray,Dual Blade,OG,Angry,V Day,NONE,NONE,Hockey,NONE,597.3137167,6797,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/7819.png,
7820,ValidatorV2 #7820,XVTWO-fcc831-1E8C,Alpha,2,91,100,92,95,96,93,Gold,Bow & Arrow,OG,Normal,Meta,NONE,NONE,Apocalypse,NONE,633.6534234,1440,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/7820.png,
7821,ValidatorV2 #7821,XVTWO-fcc831-1E8D,Alpha,NONE,99,85,85,85,87,94,Dynamic,NONE,OG,Relieved,Boost Hoodie,Halloween,NONE,Horns,NONE,608.9141427,5030,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/7821.png,
7822,ValidatorV2 #7822,XVTWO-fcc831-1E8E,Alpha,NONE,92,100,90,96,90,100,Sky Blue,Laser Gun,OG,Serious,Suit Ready,Barbarian,Heart Eyes,Halo,NONE,653.9186791,318,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/7822.png,
7823,ValidatorV2 #7823,XVTWO-fcc831-1E8F,Alpha,NONE,95,89,92,97,89,98,Moss,NONE,OG,Normal,Soldier,NONE,NONE,Headband,NONE,619.6658554,3307,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/7823.png,
7824,ValidatorV2 #7824,XVTWO-fcc831-1E90,Alpha,NONE,91,92,100,85,90,99,Dynamic,Dual Blade,OG,Angry,Tech Hoodie,NONE,NONE,NONE,NONE,615.7770089,3953,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/7824.png,
7825,ValidatorV2 #7825,XVTWO-fcc831-1E91,Alpha,NONE,77,85,91,91,91,89,Moss,Katana,OG,Dead,Platinum,NONE,NONE,NONE,NONE,573.792201,9378,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/7825.png,
7826,ValidatorV2 #7826,XVTWO-fcc831-1E92,Alpha,2,90,89,92,93,91,98,Gray,Sword,OG,Serious,Observer Squad,NONE,NONE,Cap,NONE,611.6870391,4609,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/7826.png,
7827,ValidatorV2 #7827,XVTWO-fcc831-1E93,Alpha,NONE,86,91,88,90,93,96,Dynamic,Standard Issue,OG,Serious,Soldier,NONE,NONE,Crown,NONE,603.017374,5972,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/7827.png,
7828,ValidatorV2 #7828,XVTWO-fcc831-1E94,Alpha,NONE,70,91,87,91,92,90,Gray,Robo Arms,OG,Serious,Bomber Jacket,NONE,NONE,NONE,NONE,568.1603209,9665,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/7828.png,
7829,ValidatorV2 #7829,XVTWO-fcc831-1E95,Alpha,NONE,95,97,98,92,91,87,Dynamic,Standard Issue,OG,Tears,Observer Squad,NONE,NONE,Headband,NONE,622.3967098,2896,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/7829.png,
7830,ValidatorV2 #7830,XVTWO-fcc831-1E96,Alpha,3,100,94,97,99,98,95,Moss,Sniper Rifle,OG,Normal,War Armor,NONE,NONE,NONE,NONE,657.833371,248,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/7830.png,
7831,ValidatorV2 #7831,XVTWO-fcc831-1E97,Alpha,NONE,72,92,90,88,90,85,Pearl,Rocket Launcher,OG,Normal,Dojo,NONE,NONE,Cap,NONE,566.2923322,9736,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/7831.png,
7832,ValidatorV2 #7832,XVTWO-fcc831-1E98,Alpha,NONE,81,93,98,93,95,97,Gray,Sword,OG,Angry,Rawr,NONE,NONE,NONE,NONE,623.2687531,2758,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/7832.png,
7833,ValidatorV2 #7833,XVTWO-fcc831-1E99,Alpha,NONE,90,85,93,96,90,99,Dynamic,Rocket Launcher,OG,Normal,Lowkey,NONE,Radar,NONE,NONE,622.5556857,2878,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/7833.png,
7834,ValidatorV2 #7834,XVTWO-fcc831-1E9A,Alpha,NONE,96,93,90,100,89,96,Gray,Dual Blade,OG,Serious,V2 Hoodie,NONE,NONE,Headband,NONE,622.1792922,2931,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/7834.png,
7835,ValidatorV2 #7835,XVTWO-fcc831-1E9B,Alpha,NONE,87,97,85,95,92,97,Pearl,Katana,OG,Bored,Roman,NONE,NONE,Gladiator,Multi Chain,623.0850585,2795,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/7835.png,
7836,ValidatorV2 #7836,XVTWO-fcc831-1E9C,Alpha,NONE,95,85,90,87,90,86,Moss,Axe,OG,Dead,General,NONE,NONE,Samurai,NONE,596.2339032,6983,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/7836.png,
7837,ValidatorV2 #7837,XVTWO-fcc831-1E9D,Alpha,NONE,95,94,95,87,87,91,Dynamic,Hoverboard,OG,Angry,Lowkey,NONE,NONE,Gladiator,NONE,615.3189234,4024,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/7837.png,
7838,ValidatorV2 #7838,XVTWO-fcc831-1E9E,Alpha,NONE,90,98,93,89,96,90,Dynamic,Robo Arms,OG,Normal,Leather Jacket,NONE,NONE,NONE,NONE,615.0098258,4075,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/7838.png,
7839,ValidatorV2 #7839,XVTWO-fcc831-1E9F,Alpha,NONE,79,94,91,87,89,86,Gray,Axe,OG,Curious,Cyber Criminal,NONE,NONE,Sailor,NONE,581.9270497,8729,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/7839.png,
7840,ValidatorV2 #7840,XVTWO-fcc831-1EA0,Alpha,NONE,77,95,93,96,86,98,Moss,Rocket Launcher,OG,Dead,Lowkey,NONE,NONE,NONE,NONE,595.1118589,7147,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/7840.png,
7841,ValidatorV2 #7841,XVTWO-fcc831-1EA1,Alpha,NONE,90,86,90,92,96,89,Dynamic,Dual Blade,OG,LOL,Dojo,NONE,NONE,Hockey,NONE,608.1809285,5154,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/7841.png,
7842,ValidatorV2 #7842,XVTWO-fcc831-1EA2,Alpha,NONE,81,95,88,89,97,92,Gold,Sword,OG,Angry,Dressed To Kill,NONE,NONE,NONE,NONE,593.7401944,7335,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/7842.png,
7843,ValidatorV2 #7843,XVTWO-fcc831-1EA3,Alpha,NONE,87,96,94,99,86,94,Gold,Hacker,OG,Relieved,Platinum,NONE,NONE,Headband,NONE,615.9423162,3931,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/7843.png,
7844,ValidatorV2 #7844,XVTWO-fcc831-1EA4,Alpha,NONE,84,88,89,93,86,99,Pearl,NONE,OG,Smirk,Tech Hoodie,NONE,NONE,Sailor,NONE,598.1491877,6697,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/7844.png,
7845,ValidatorV2 #7845,XVTWO-fcc831-1EA5,Alpha,NONE,77,97,93,93,91,100,Dynamic,Standard Issue,OG,Tears,Explorer,NONE,NONE,Headband,NONE,606.4412232,5429,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/7845.png,
7846,ValidatorV2 #7846,XVTWO-fcc831-1EA6,Alpha,NONE,89,97,96,100,93,85,Moss,Rocket Launcher,OG,Normal,Roman,NONE,NONE,Hockey,NONE,618.5857565,3486,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/7846.png,
7847,ValidatorV2 #7847,XVTWO-fcc831-1EA7,Alpha,NONE,87,87,93,87,94,87,Moss,Scythe,OG,Dead,V2 Hoodie,NONE,NONE,Racer,NONE,592.5520596,7496,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/7847.png,
7848,ValidatorV2 #7848,XVTWO-fcc831-1EA8,Alpha,NONE,67,91,100,88,91,100,Dynamic,Sniper Rifle,OG,Normal,Soldier,NONE,NONE,Crown,NONE,587.4916173,8127,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/7848.png,
7849,ValidatorV2 #7849,XVTWO-fcc831-1EA9,Alpha,NONE,91,100,93,86,89,91,Gold,Laser Gun,OG,Normal,Roman,NONE,NONE,Hockey,NONE,607.8773325,5206,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/7849.png,
7850,ValidatorV2 #7850,XVTWO-fcc831-1EAA,Alpha,NONE,64,86,89,87,96,86,Pearl,Bow & Arrow,OG,Normal,Royal,NONE,NONE,NONE,NONE,555.9506325,9936,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/7850.png,
7851,ValidatorV2 #7851,XVTWO-fcc831-1EAB,Alpha,NONE,85,96,94,95,93,86,Gold,Sniper Rifle,OG,Dead,Soldier,NONE,NONE,Cap,Cuban,609.1790582,4994,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/7851.png,
7852,ValidatorV2 #7852,XVTWO-fcc831-1EAC,Alpha,NONE,81,90,94,88,96,86,Dynamic,Katana,OG,Serious,V2 Hoodie,Hidden,Nightvision,NONE,NONE,600.0583983,6412,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/7852.png,
7853,ValidatorV2 #7853,XVTWO-fcc831-1EAD,Alpha,NONE,94,98,86,85,99,95,Gray,Laser Gun,OG,Normal,Observer Squad,NONE,Snowboarder,NONE,NONE,619.5967307,3321,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/7853.png,
7854,ValidatorV2 #7854,XVTWO-fcc831-1EAE,Alpha,NONE,79,89,94,88,94,98,Gray,Sword,OG,Deadeye,Vagabond,NONE,NONE,NONE,NONE,610.9472144,4734,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/7854.png,
7855,ValidatorV2 #7855,XVTWO-fcc831-1EAF,Alpha,NONE,82,95,96,98,85,86,Moss,Sword,OG,Serious,Platinum,NONE,Aviators,NONE,NONE,602.7383208,6012,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/7855.png,
7856,ValidatorV2 #7856,XVTWO-fcc831-1EB0,Alpha,NONE,84,90,97,93,87,90,Gray,Stick,OG,Serious,Tech Hoodie,NONE,NONE,Crown,NONE,601.9503956,6137,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/7856.png,
7857,ValidatorV2 #7857,XVTWO-fcc831-1EB1,Alpha,NONE,93,98,89,90,98,93,Pearl,Laser Gun,OG,Normal,Leather Jacket,NONE,NONE,Gladiator,NONE,628.2847007,2057,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/7857.png,
7858,ValidatorV2 #7858,XVTWO-fcc831-1EB2,Alpha,NONE,98,94,96,85,93,86,Gray,Hoverboard,OG,Normal,Casual,NONE,NONE,Samurai,NONE,612.6513376,4458,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/7858.png,
